,GeoName,ComponentName,IndustryClassification,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
34310,Maine,Quantity indexes for real GDP by state,"42, 44-45",Trade,111.4,111.625,112.491,109.15899999999999,105.52600000000001,100.0,101.17299999999999,99.624,99.848,101.23100000000001,102.414
34311,Maine,Quantity indexes for real GDP by state,...,Transportation and utilities,102.273,102.234,110.74,110.805,106.949,100.0,106.32799999999999,103.18700000000001,100.677,101.38,99.586
34317,Maryland,Quantity indexes for real GDP by state,111-112,Farms,88.208,95.471,95.916,70.271,89.506,100.0,85.488,81.859,81.041,104.31,0.0
34318,Maryland,Quantity indexes for real GDP by state,113-115,"Forestry, fishing, and related activities",111.29700000000001,112.759,128.793,108.603,101.961,100.0,106.306,96.3,98.98899999999999,96.42399999999999,0.0
34320,Maryland,Quantity indexes for real GDP by state,211,Oil and gas extraction,921.68,523.626,280.597,81.485,59.066,100.0,80.065,44.833,48.927,41.262,0.0
34321,Maryland,Quantity indexes for real GDP by state,212,"Mining, except oil and gas",298.76,286.623,289.14599999999996,289.885,214.26,100.0,192.497,131.49200000000002,118.99799999999999,112.375,0.0
34322,Maryland,Quantity indexes for real GDP by state,213,Support activities for mining,52.483999999999995,74.161,95.355,93.444,98.81,100.0,125.154,152.639,153.578,130.11,0.0
34323,Maryland,Quantity indexes for real GDP by state,22,Utilities,97.588,91.374,95.744,104.848,106.704,100.0,115.14,112.62,112.367,112.154,104.916
34324,Maryland,Quantity indexes for real GDP by state,23,Construction,133.735,129.365,122.245,116.525,108.625,100.0,98.59899999999999,99.705,100.17,98.868,98.15100000000001
34327,Maryland,Quantity indexes for real GDP by state,321,Wood products manufacturing,87.986,95.805,107.881,106.098,96.075,100.0,76.025,95.12299999999999,68.987,61.983999999999995,0.0
34328,Maryland,Quantity indexes for real GDP by state,327,Nonmetallic mineral products manufacturing,166.834,172.03400000000002,157.263,135.36,122.61399999999999,100.0,94.734,104.09100000000001,110.06299999999999,137.218,0.0
34329,Maryland,Quantity indexes for real GDP by state,331,Primary metals manufacturing,152.639,110.23100000000001,77.541,68.624,71.735,100.0,110.76799999999999,104.51100000000001,63.507,26.33,0.0
34330,Maryland,Quantity indexes for real GDP by state,332,Fabricated metal products,111.807,119.932,117.775,123.34700000000001,128.536,100.0,97.169,84.897,83.626,79.555,0.0
34331,Maryland,Quantity indexes for real GDP by state,333,Machinery manufacturing,188.30599999999998,134.326,183.30599999999998,140.486,122.165,100.0,117.62899999999999,133.871,113.314,106.14,0.0
34332,Maryland,Quantity indexes for real GDP by state,334,Computer and electronic products manufacturing,41.583999999999996,44.88399999999999,47.641000000000005,63.67100000000001,93.51700000000001,100.0,103.473,107.821,104.464,109.04299999999999,0.0
34333,Maryland,Quantity indexes for real GDP by state,335,"Electrical equipment, appliance, and components manufacturing",70.225,79.667,95.39299999999999,129.835,154.73,100.0,91.895,77.5,78.456,80.13,0.0
34334,Maryland,Quantity indexes for real GDP by state,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",782.247,697.813,588.556,397.49199999999996,284.39,100.0,180.597,321.449,316.438,353.666,0.0
34335,Maryland,Quantity indexes for real GDP by state,"3364-3366, 3369",Other transportation equipment manufacturing,91.57799999999999,79.964,69.697,87.81299999999999,97.845,100.0,107.387,114.51799999999999,92.024,80.422,0.0
34336,Maryland,Quantity indexes for real GDP by state,337,Furniture and related products manufacturing,119.398,131.455,156.22799999999998,150.43,112.584,100.0,103.72200000000001,112.48299999999999,120.455,134.23,0.0
34337,Maryland,Quantity indexes for real GDP by state,339,Miscellaneous manufacturing,77.846,97.86399999999999,110.556,108.05,105.213,100.0,87.844,93.507,103.742,99.84899999999999,0.0
34339,Maryland,Quantity indexes for real GDP by state,311-312,Food and beverage and tobacco products manufacturing,78.9,80.501,95.49799999999999,104.819,102.76299999999999,100.0,93.85600000000001,82.414,83.579,83.569,0.0
34340,Maryland,Quantity indexes for real GDP by state,313-314,Textile mills and textile product mills,154.276,141.795,122.941,117.708,140.855,100.0,111.11200000000001,102.141,105.84,80.577,0.0
34341,Maryland,Quantity indexes for real GDP by state,315-316,Apparel and leather and allied products manufacturing,156.079,150.15200000000002,114.446,97.111,107.44,100.0,116.131,144.795,161.68200000000002,170.041,0.0
34342,Maryland,Quantity indexes for real GDP by state,322,Paper products manufacturing,118.875,145.001,135.188,117.14200000000001,68.825,100.0,97.34899999999999,83.28399999999999,70.109,61.736000000000004,0.0
34343,Maryland,Quantity indexes for real GDP by state,323,Printing and related support activities,120.921,135.466,139.597,149.702,138.30100000000002,100.0,88.32,88.583,102.71,105.042,0.0
34344,Maryland,Quantity indexes for real GDP by state,324,Petroleum and coal products manufacturing,223.467,136.195,91.571,78.067,92.33200000000001,100.0,120.51,93.65700000000001,108.54700000000001,157.202,0.0
34345,Maryland,Quantity indexes for real GDP by state,325,Chemical products manufacturing,79.84899999999999,67.435,80.97800000000001,96.98700000000001,75.848,100.0,121.366,113.585,89.094,87.17299999999999,0.0
34346,Maryland,Quantity indexes for real GDP by state,326,Plastics and rubber products manufacturing,111.37799999999999,105.265,98.164,83.102,75.096,100.0,97.594,99.15899999999999,112.802,113.476,0.0
34347,Maryland,Quantity indexes for real GDP by state,42,Wholesale trade,110.03299999999999,114.171,114.59700000000001,115.03299999999999,113.9,100.0,101.896,102.094,101.97399999999999,103.663,104.889
34348,Maryland,Quantity indexes for real GDP by state,44-45,Retail trade,108.963,113.132,112.529,108.38,103.48899999999999,100.0,104.87100000000001,105.584,107.78299999999999,109.325,110.29899999999999
34350,Maryland,Quantity indexes for real GDP by state,481,Air transportation,90.411,105.568,104.325,109.64299999999999,97.80799999999999,100.0,118.70100000000001,107.853,105.06299999999999,106.78299999999999,0.0
34351,Maryland,Quantity indexes for real GDP by state,482,Rail transportation,89.53399999999999,86.65,95.74799999999999,99.698,108.70700000000001,100.0,93.88600000000001,107.09,110.838,103.943,0.0
34352,Maryland,Quantity indexes for real GDP by state,483,Water transportation,23.588,25.301,35.082,53.898,71.84899999999999,100.0,142.743,156.16899999999998,147.534,168.296,0.0
34353,Maryland,Quantity indexes for real GDP by state,484,Truck transportation,119.553,118.704,124.305,118.291,111.37299999999999,100.0,104.70200000000001,109.51700000000001,112.059,107.069,0.0
34354,Maryland,Quantity indexes for real GDP by state,485,Transit and ground passenger transportation,114.585,116.42299999999999,125.15700000000001,120.976,110.42299999999999,100.0,99.551,101.79899999999999,96.09200000000001,92.736,0.0
34355,Maryland,Quantity indexes for real GDP by state,486,Pipeline transportation,88.685,86.395,89.762,108.069,113.766,100.0,160.123,138.52700000000002,149.947,149.269,0.0
34356,Maryland,Quantity indexes for real GDP by state,"487-488, 492",Other transportation and support activities,105.51299999999999,110.37799999999999,110.132,97.319,103.079,100.0,102.257,103.898,98.204,93.37700000000001,0.0
34357,Maryland,Quantity indexes for real GDP by state,493,Warehousing and storage,81.788,95.00399999999999,97.23200000000001,97.56700000000001,100.068,100.0,116.336,120.429,125.794,130.644,0.0
34359,Maryland,Quantity indexes for real GDP by state,511,"Publishing industries, except Internet (includes software)",105.09,106.87100000000001,98.164,114.945,107.96600000000001,100.0,96.48700000000001,107.244,108.309,107.948,0.0
34360,Maryland,Quantity indexes for real GDP by state,512,Motion picture and sound recording industries,85.406,76.325,77.543,88.756,95.111,100.0,122.041,122.685,124.95700000000001,124.85,0.0
34361,Maryland,Quantity indexes for real GDP by state,"515, 517",Broadcasting and telecommunications,60.508,70.139,73.328,83.81299999999999,100.087,100.0,104.87899999999999,99.76700000000001,91.132,91.09100000000001,0.0
34362,Maryland,Quantity indexes for real GDP by state,"518, 519","Data processing, internet publishing, and other information services",118.72399999999999,108.37,127.678,92.465,111.102,100.0,106.335,95.925,86.42200000000001,90.367,0.0
34365,Maryland,Quantity indexes for real GDP by state,521-522,"Federal Reserve banks, credit intermediation, and related services",102.551,109.90799999999999,109.48299999999999,104.845,86.902,100.0,90.46799999999999,94.08,97.926,91.21600000000001,0.0
34366,Maryland,Quantity indexes for real GDP by state,523,"Securities, commodity contracts, and investments",94.37200000000001,120.43,122.794,96.711,54.233999999999995,100.0,104.63600000000001,92.76,110.51299999999999,105.323,0.0
34368,Maryland,Quantity indexes for real GDP by state,525,"Funds, trusts, and other financial vehicles",44.218,61.187,83.06700000000001,64.546,80.57600000000001,100.0,54.183,40.438,56.629,207.704,0.0
34370,Maryland,Quantity indexes for real GDP by state,531,Real estate,82.602,90.03200000000001,91.815,97.616,99.79799999999999,100.0,103.18299999999999,104.92,104.49700000000001,102.682,0.0
34371,Maryland,Quantity indexes for real GDP by state,532-533,Rental and leasing services and lessors of intangible assets,106.84100000000001,116.77799999999999,127.912,118.429,112.303,100.0,97.266,103.611,114.333,115.022,0.0
34374,Maryland,Quantity indexes for real GDP by state,5411,Legal services,104.273,103.682,101.176,98.89399999999999,108.295,100.0,94.663,92.436,90.977,88.164,0.0
34375,Maryland,Quantity indexes for real GDP by state,5415,Computer systems design and related services,69.282,75.104,81.235,86.52,93.344,100.0,106.045,115.266,122.329,121.565,0.0
34376,Maryland,Quantity indexes for real GDP by state,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",88.21600000000001,91.066,92.976,93.137,99.416,100.0,102.178,105.271,105.506,100.426,0.0
34377,Maryland,Quantity indexes for real GDP by state,55,Management of companies and enterprises,86.421,104.2,110.78200000000001,106.89200000000001,104.51700000000001,100.0,107.85600000000001,119.23299999999999,128.394,137.519,140.98
34379,Maryland,Quantity indexes for real GDP by state,561,Administrative and support services,90.42299999999999,98.21,100.464,102.72200000000001,103.831,100.0,105.179,109.53200000000001,113.167,114.48,0.0
34380,Maryland,Quantity indexes for real GDP by state,562,Waste management and remediation services,83.492,91.07799999999999,84.565,97.083,98.945,100.0,133.184,115.115,110.238,105.071,0.0
34382,Maryland,Quantity indexes for real GDP by state,61,Educational services,92.863,91.772,92.853,93.67,95.448,100.0,99.98100000000001,102.696,104.29799999999999,98.869,102.397
34384,Maryland,Quantity indexes for real GDP by state,621,Ambulatory health care services,85.499,87.574,91.296,91.104,97.391,100.0,101.8,105.602,108.221,111.78,0.0
34385,Maryland,Quantity indexes for real GDP by state,622-623,Hospitals and nursing and residential care facilities,85.07700000000001,86.09899999999999,88.93299999999999,90.869,96.352,100.0,97.969,100.927,100.48899999999999,99.647,0.0
34386,Maryland,Quantity indexes for real GDP by state,624,Social assistance,97.928,98.37100000000001,99.266,99.296,103.20200000000001,100.0,99.463,95.802,98.132,92.79899999999999,0.0
34389,Maryland,Quantity indexes for real GDP by state,711-712,"Performing arts, spectator sports, museums, and related activities",105.49700000000001,109.661,112.00399999999999,104.53399999999999,100.287,100.0,103.051,103.781,113.2,116.404,0.0
34390,Maryland,Quantity indexes for real GDP by state,713,"Amusements, gambling, and recreation industries",99.464,102.429,103.214,108.944,103.105,100.0,112.396,119.242,120.743,141.105,0.0
34392,Maryland,Quantity indexes for real GDP by state,721,Accommodation,112.464,109.80799999999999,114.73700000000001,115.04,116.115,100.0,107.96799999999999,118.00200000000001,122.289,127.89200000000001,0.0
34393,Maryland,Quantity indexes for real GDP by state,722,Food services and drinking places,107.351,108.81299999999999,110.602,107.99700000000001,105.704,100.0,102.66,105.15700000000001,108.51100000000001,108.824,0.0
34394,Maryland,Quantity indexes for real GDP by state,81,"Other services, except government",107.788,107.34100000000001,108.134,106.851,103.585,100.0,98.384,98.10600000000001,98.915,97.439,99.45100000000001
34395,Maryland,Quantity indexes for real GDP by state,92,Government,91.32600000000001,93.052,95.26100000000001,95.927,97.848,100.0,101.757,104.103,104.811,104.477,105.012
34396,Maryland,Quantity indexes for real GDP by state,...,Federal civilian,87.90299999999999,89.708,91.87299999999999,93.445,96.095,100.0,103.68299999999999,107.979,109.51799999999999,107.852,0.0
34397,Maryland,Quantity indexes for real GDP by state,...,Federal military,97.24799999999999,97.37799999999999,98.12100000000001,94.13799999999999,96.02600000000001,100.0,101.89399999999999,105.62700000000001,110.447,111.613,0.0
34398,Maryland,Quantity indexes for real GDP by state,...,State and local,93.23899999999999,95.351,98.051,99.135,100.273,100.0,99.646,99.476,98.104,98.764,0.0
34400,Maryland,Quantity indexes for real GDP by state,"42, 44-45",Trade,109.539,113.698,113.552,111.43799999999999,108.21600000000001,100.0,103.492,103.965,105.08200000000001,106.693,107.785
34401,Maryland,Quantity indexes for real GDP by state,...,Transportation and utilities,98.755,98.723,102.505,104.866,105.25399999999999,100.0,111.38,111.10700000000001,110.007,108.834,106.89200000000001
34407,Massachusetts,Quantity indexes for real GDP by state,111-112,Farms,87.275,96.234,111.411,80.377,89.42399999999999,100.0,95.789,76.408,73.445,81.59899999999999,0.0
34408,Massachusetts,Quantity indexes for real GDP by state,113-115,"Forestry, fishing, and related activities",96.065,104.945,112.725,107.04700000000001,97.037,100.0,109.794,92.948,94.917,82.488,0.0
34410,Massachusetts,Quantity indexes for real GDP by state,211,Oil and gas extraction,104.035,61.537,46.607,58.008,53.147,100.0,74.013,90.804,135.76,115.691,0.0
34411,Massachusetts,Quantity indexes for real GDP by state,212,"Mining, except oil and gas",180.479,136.82299999999998,135.778,193.347,94.50399999999999,100.0,78.733,70.262,75.509,88.588,0.0
34412,Massachusetts,Quantity indexes for real GDP by state,213,Support activities for mining,169.543,103.296,56.809,49.573,60.926,100.0,120.745,137.121,127.89399999999999,188.899,0.0
34413,Massachusetts,Quantity indexes for real GDP by state,22,Utilities,100.226,92.62200000000001,104.50200000000001,104.699,105.29700000000001,100.0,107.611,108.62100000000001,111.177,107.29299999999999,106.928
34414,Massachusetts,Quantity indexes for real GDP by state,23,Construction,148.005,141.634,130.436,121.565,112.875,100.0,98.45100000000001,101.209,106.735,110.59,111.566
34417,Massachusetts,Quantity indexes for real GDP by state,321,Wood products manufacturing,125.476,149.789,153.463,150.543,126.63,100.0,109.59299999999999,131.755,133.533,118.446,0.0
34418,Massachusetts,Quantity indexes for real GDP by state,327,Nonmetallic mineral products manufacturing,139.142,149.98,169.77599999999998,176.454,143.189,100.0,120.29899999999999,132.35,132.261,137.592,0.0
34419,Massachusetts,Quantity indexes for real GDP by state,331,Primary metals manufacturing,93.98200000000001,78.923,88.587,73.873,70.233,100.0,82.3,77.673,78.533,70.968,0.0
34420,Massachusetts,Quantity indexes for real GDP by state,332,Fabricated metal products,107.92399999999999,111.31299999999999,106.65299999999999,101.751,96.44200000000001,100.0,123.48100000000001,124.00299999999999,127.977,114.93299999999999,0.0
34421,Massachusetts,Quantity indexes for real GDP by state,333,Machinery manufacturing,142.708,156.435,187.438,137.624,131.36,100.0,127.32700000000001,160.613,121.816,112.65100000000001,0.0
34422,Massachusetts,Quantity indexes for real GDP by state,334,Computer and electronic products manufacturing,72.042,77.47399999999999,82.16799999999999,108.26,110.164,100.0,118.646,123.93,128.061,128.884,0.0
34423,Massachusetts,Quantity indexes for real GDP by state,335,"Electrical equipment, appliance, and components manufacturing",110.626,97.93700000000001,112.198,118.948,124.346,100.0,106.09899999999999,100.64200000000001,86.281,90.755,0.0
34424,Massachusetts,Quantity indexes for real GDP by state,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",305.903,322.492,306.383,226.933,201.142,100.0,166.93,251.05,264.05400000000003,286.70099999999996,0.0
34425,Massachusetts,Quantity indexes for real GDP by state,"3364-3366, 3369",Other transportation equipment manufacturing,165.52599999999998,171.96900000000002,173.153,230.851,114.838,100.0,107.71700000000001,107.00399999999999,121.359,84.01700000000001,0.0
34426,Massachusetts,Quantity indexes for real GDP by state,337,Furniture and related products manufacturing,114.64399999999999,133.268,126.272,132.224,112.01899999999999,100.0,101.301,100.926,93.26299999999999,100.837,0.0
34427,Massachusetts,Quantity indexes for real GDP by state,339,Miscellaneous manufacturing,86.176,81.791,94.68,87.645,101.603,100.0,104.818,96.67200000000001,102.337,99.84,0.0
34429,Massachusetts,Quantity indexes for real GDP by state,311-312,Food and beverage and tobacco products manufacturing,80.545,84.257,106.65299999999999,90.568,84.92399999999999,100.0,105.194,94.235,91.57,95.02600000000001,0.0
34430,Massachusetts,Quantity indexes for real GDP by state,313-314,Textile mills and textile product mills,210.352,157.234,133.05100000000002,131.442,135.871,100.0,113.56700000000001,88.56299999999999,122.056,125.557,0.0
34431,Massachusetts,Quantity indexes for real GDP by state,315-316,Apparel and leather and allied products manufacturing,121.28200000000001,152.708,141.789,109.637,123.35,100.0,118.07799999999999,124.488,126.90899999999999,121.43700000000001,0.0
34432,Massachusetts,Quantity indexes for real GDP by state,322,Paper products manufacturing,157.179,137.303,137.43200000000002,131.159,106.22,100.0,107.76899999999999,84.97200000000001,84.516,82.45100000000001,0.0
34433,Massachusetts,Quantity indexes for real GDP by state,323,Printing and related support activities,91.301,97.448,109.829,123.06299999999999,115.66,100.0,109.175,117.06700000000001,109.971,106.941,0.0
34434,Massachusetts,Quantity indexes for real GDP by state,324,Petroleum and coal products manufacturing,217.50900000000001,140.192,104.318,78.12,95.49600000000001,100.0,73.282,50.126000000000005,51.295,49.02,0.0
34435,Massachusetts,Quantity indexes for real GDP by state,325,Chemical products manufacturing,66.295,69.602,84.648,110.24,97.152,100.0,97.56299999999999,84.87899999999999,87.434,88.825,0.0
34436,Massachusetts,Quantity indexes for real GDP by state,326,Plastics and rubber products manufacturing,126.411,119.28399999999999,113.251,103.054,99.829,100.0,102.978,95.00399999999999,100.024,103.44200000000001,0.0
34437,Massachusetts,Quantity indexes for real GDP by state,42,Wholesale trade,108.634,106.344,110.89299999999999,112.525,112.955,100.0,100.756,101.15799999999999,97.99,100.619,103.465
34438,Massachusetts,Quantity indexes for real GDP by state,44-45,Retail trade,113.635,115.105,109.816,104.624,100.654,100.0,103.69,103.5,103.866,105.39299999999999,106.725
34440,Massachusetts,Quantity indexes for real GDP by state,481,Air transportation,99.014,115.20700000000001,95.99600000000001,120.4,103.544,100.0,102.935,115.28299999999999,104.506,113.514,0.0
34441,Massachusetts,Quantity indexes for real GDP by state,482,Rail transportation,121.324,110.553,102.505,112.115,108.76899999999999,100.0,83.962,101.93799999999999,107.07,105.529,0.0
34442,Massachusetts,Quantity indexes for real GDP by state,483,Water transportation,32.424,42.68,50.168,77.189,83.689,100.0,81.665,92.12899999999999,77.40100000000001,102.473,0.0
34443,Massachusetts,Quantity indexes for real GDP by state,484,Truck transportation,118.81200000000001,115.935,119.053,114.458,110.93799999999999,100.0,111.76799999999999,114.272,112.351,111.59299999999999,0.0
34444,Massachusetts,Quantity indexes for real GDP by state,485,Transit and ground passenger transportation,105.55,101.8,107.375,113.774,111.398,100.0,104.744,110.23200000000001,109.469,106.21700000000001,0.0
34445,Massachusetts,Quantity indexes for real GDP by state,486,Pipeline transportation,80.801,84.365,89.45,112.374,164.44400000000002,100.0,122.834,114.32600000000001,101.751,94.436,0.0
34446,Massachusetts,Quantity indexes for real GDP by state,"487-488, 492",Other transportation and support activities,115.037,120.669,121.694,106.613,108.735,100.0,102.958,103.094,101.29700000000001,96.68799999999999,0.0
34447,Massachusetts,Quantity indexes for real GDP by state,493,Warehousing and storage,85.76799999999999,99.256,110.708,105.20700000000001,101.594,100.0,113.64,126.859,129.593,121.304,0.0
34449,Massachusetts,Quantity indexes for real GDP by state,511,"Publishing industries, except Internet (includes software)",84.16799999999999,99.73899999999999,91.66,108.281,106.89299999999999,100.0,119.307,120.041,122.631,119.875,0.0
34450,Massachusetts,Quantity indexes for real GDP by state,512,Motion picture and sound recording industries,57.858999999999995,46.45,50.516999999999996,55.207,96.31299999999999,100.0,90.795,90.79700000000001,102.955,108.985,0.0
34451,Massachusetts,Quantity indexes for real GDP by state,"515, 517",Broadcasting and telecommunications,78.045,84.229,92.167,96.861,105.9,100.0,99.896,97.48899999999999,94.104,96.97,0.0
34452,Massachusetts,Quantity indexes for real GDP by state,"518, 519","Data processing, internet publishing, and other information services",112.311,107.34200000000001,115.99700000000001,96.755,118.11399999999999,100.0,114.868,118.883,111.488,120.198,0.0
34455,Massachusetts,Quantity indexes for real GDP by state,521-522,"Federal Reserve banks, credit intermediation, and related services",86.37899999999999,82.756,84.59899999999999,83.78,94.11200000000001,100.0,92.57700000000001,101.281,106.63799999999999,95.47399999999999,0.0
34456,Massachusetts,Quantity indexes for real GDP by state,523,"Securities, commodity contracts, and investments",99.913,111.584,121.704,101.635,60.265,100.0,97.476,86.87700000000001,94.634,86.905,0.0
34458,Massachusetts,Quantity indexes for real GDP by state,525,"Funds, trusts, and other financial vehicles",168.998,171.67,131.46,167.06599999999997,181.63099999999997,100.0,166.229,129.885,178.079,242.13099999999997,0.0
34460,Massachusetts,Quantity indexes for real GDP by state,531,Real estate,93.82600000000001,97.445,95.772,99.071,99.772,100.0,104.399,108.846,111.46700000000001,110.79299999999999,0.0
34461,Massachusetts,Quantity indexes for real GDP by state,532-533,Rental and leasing services and lessors of intangible assets,114.044,109.354,118.162,108.91,108.65100000000001,100.0,101.93,104.38799999999999,115.45299999999999,116.014,0.0
34464,Massachusetts,Quantity indexes for real GDP by state,5411,Legal services,104.88600000000001,97.366,97.96799999999999,102.62200000000001,115.68299999999999,100.0,94.939,96.11399999999999,92.14399999999999,85.37200000000001,0.0
34465,Massachusetts,Quantity indexes for real GDP by state,5415,Computer systems design and related services,63.681999999999995,69.57,81.63600000000001,89.435,94.605,100.0,112.36,117.494,127.367,135.173,0.0
34466,Massachusetts,Quantity indexes for real GDP by state,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",93.265,96.256,95.94200000000001,96.509,107.51899999999999,100.0,102.92,106.43799999999999,112.641,113.221,0.0
34467,Massachusetts,Quantity indexes for real GDP by state,55,Management of companies and enterprises,111.81200000000001,112.39399999999999,111.012,107.906,106.211,100.0,101.844,117.413,118.40100000000001,122.756,128.005
34469,Massachusetts,Quantity indexes for real GDP by state,561,Administrative and support services,92.025,99.081,103.24,110.17399999999999,110.536,100.0,105.571,112.352,115.874,116.337,0.0
34470,Massachusetts,Quantity indexes for real GDP by state,562,Waste management and remediation services,94.105,105.45100000000001,99.559,105.715,103.04,100.0,117.821,106.23299999999999,104.811,103.594,0.0
34472,Massachusetts,Quantity indexes for real GDP by state,61,Educational services,93.848,91.38,91.39200000000001,94.915,97.45200000000001,100.0,101.94,103.03399999999999,103.616,102.601,103.898
34474,Massachusetts,Quantity indexes for real GDP by state,621,Ambulatory health care services,80.398,82.697,89.104,90.37100000000001,97.742,100.0,101.391,105.679,108.04299999999999,111.594,0.0
34475,Massachusetts,Quantity indexes for real GDP by state,622-623,Hospitals and nursing and residential care facilities,85.47,87.743,90.23899999999999,93.694,99.096,100.0,103.319,104.34,106.02799999999999,105.454,0.0
34476,Massachusetts,Quantity indexes for real GDP by state,624,Social assistance,95.315,96.322,97.21700000000001,99.301,101.67,100.0,101.031,99.243,126.686,130.643,0.0
34479,Massachusetts,Quantity indexes for real GDP by state,711-712,"Performing arts, spectator sports, museums, and related activities",103.566,104.565,105.15799999999999,109.912,108.505,100.0,104.98,108.229,112.319,116.251,0.0
34480,Massachusetts,Quantity indexes for real GDP by state,713,"Amusements, gambling, and recreation industries",98.823,98.85700000000001,98.588,103.65,102.337,100.0,110.376,111.81299999999999,114.98899999999999,119.17299999999999,0.0
34482,Massachusetts,Quantity indexes for real GDP by state,721,Accommodation,103.39399999999999,105.15100000000001,105.177,106.774,104.295,100.0,107.531,111.958,114.32799999999999,122.35700000000001,0.0
34483,Massachusetts,Quantity indexes for real GDP by state,722,Food services and drinking places,112.012,109.512,108.6,107.145,104.415,100.0,105.015,109.665,112.706,112.48700000000001,0.0
34484,Massachusetts,Quantity indexes for real GDP by state,81,"Other services, except government",114.15299999999999,112.944,111.135,109.10799999999999,105.79799999999999,100.0,98.41799999999999,98.65799999999999,99.571,97.962,100.434
34485,Massachusetts,Quantity indexes for real GDP by state,92,Government,93.881,94.521,95.795,98.179,99.992,100.0,98.88600000000001,103.686,98.943,98.57799999999999,99.725
34486,Massachusetts,Quantity indexes for real GDP by state,...,Federal civilian,96.824,95.806,96.86200000000001,97.77,99.631,100.0,99.275,96.9,95.834,93.62299999999999,0.0
34487,Massachusetts,Quantity indexes for real GDP by state,...,Federal military,88.749,89.37700000000001,92.04700000000001,100.464,104.82600000000001,100.0,95.912,93.656,90.529,87.726,0.0
34488,Massachusetts,Quantity indexes for real GDP by state,...,State and local,94.492,95.59,96.54899999999999,97.705,98.821,100.0,99.54700000000001,108.07,101.93700000000001,102.671,0.0
34490,Massachusetts,Quantity indexes for real GDP by state,"42, 44-45",Trade,111.105,110.586,110.508,108.929,107.29,100.0,102.079,102.21600000000001,100.63,102.766,104.935
34491,Massachusetts,Quantity indexes for real GDP by state,...,Transportation and utilities,102.37200000000001,101.915,107.12100000000001,108.212,106.786,100.0,106.259,110.073,109.463,107.455,107.803
34497,Michigan,Quantity indexes for real GDP by state,111-112,Farms,77.19,83.04299999999999,103.40299999999999,77.4,89.961,100.0,108.45100000000001,127.794,82.37700000000001,104.92399999999999,0.0
34498,Michigan,Quantity indexes for real GDP by state,113-115,"Forestry, fishing, and related activities",100.611,99.704,109.316,100.616,96.175,100.0,109.695,109.081,118.62,119.583,0.0
34500,Michigan,Quantity indexes for real GDP by state,211,Oil and gas extraction,103.594,100.5,168.908,125.494,93.448,100.0,74.433,67.484,71.666,71.575,0.0
34501,Michigan,Quantity indexes for real GDP by state,212,"Mining, except oil and gas",123.98299999999999,122.514,127.572,116.012,107.095,100.0,108.204,120.369,110.012,113.678,0.0
34502,Michigan,Quantity indexes for real GDP by state,213,Support activities for mining,115.806,100.089,119.147,126.476,130.445,100.0,103.889,112.59899999999999,129.649,129.05700000000002,0.0
34503,Michigan,Quantity indexes for real GDP by state,22,Utilities,108.19,102.104,107.83200000000001,110.215,106.28299999999999,100.0,110.079,112.117,105.478,108.946,106.595
34504,Michigan,Quantity indexes for real GDP by state,23,Construction,191.34799999999998,179.65900000000002,156.11700000000002,137.78,119.113,100.0,99.289,102.402,109.085,112.215,114.369
34507,Michigan,Quantity indexes for real GDP by state,321,Wood products manufacturing,132.181,144.112,113.48200000000001,135.209,84.749,100.0,117.839,128.886,128.164,128.874,0.0
34508,Michigan,Quantity indexes for real GDP by state,327,Nonmetallic mineral products manufacturing,162.514,159.995,133.613,120.359,121.41,100.0,110.322,109.919,96.69,95.944,0.0
34509,Michigan,Quantity indexes for real GDP by state,331,Primary metals manufacturing,95.65,91.943,90.042,89.95200000000001,85.859,100.0,96.368,100.715,131.832,140.446,0.0
34510,Michigan,Quantity indexes for real GDP by state,332,Fabricated metal products,163.85,165.03799999999998,160.016,162.914,141.326,100.0,124.845,138.77700000000002,142.241,138.207,0.0
34511,Michigan,Quantity indexes for real GDP by state,333,Machinery manufacturing,140.42700000000002,146.83700000000002,142.2,137.082,133.15200000000002,100.0,116.829,139.14600000000002,134.58700000000002,148.856,0.0
34512,Michigan,Quantity indexes for real GDP by state,334,Computer and electronic products manufacturing,47.742,58.013000000000005,65.663,78.896,89.889,100.0,83.691,86.295,92.109,96.993,0.0
34513,Michigan,Quantity indexes for real GDP by state,335,"Electrical equipment, appliance, and components manufacturing",100.51299999999999,85.932,96.05,112.574,118.131,100.0,132.101,120.39,116.73700000000001,126.84899999999999,0.0
34514,Michigan,Quantity indexes for real GDP by state,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",228.31,245.02599999999998,240.06,253.675,196.766,100.0,191.50900000000001,222.359,247.24599999999998,273.263,0.0
34515,Michigan,Quantity indexes for real GDP by state,"3364-3366, 3369",Other transportation equipment manufacturing,105.34200000000001,105.38,100.119,135.127,165.55900000000003,100.0,99.00299999999999,102.38600000000001,105.12700000000001,105.522,0.0
34516,Michigan,Quantity indexes for real GDP by state,337,Furniture and related products manufacturing,174.04,179.602,159.724,156.889,156.987,100.0,80.33,98.111,110.93,121.35799999999999,0.0
